id,inference_output,experiment_id,prompt_llm_id,code_pair_id,inference_input,format,additional_text
713780,"#include <stdio.h>

int main() {
    int a, b;
    scanf(""%d %d"", &a, &b);
    
    if(b % a == 0) {
        printf(""%d\n"", a + b);
    } else {
        printf(""%d\n"", b - a);
    }
    
    return 0;
}",120,120,60873,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in Java that you should re-write into C programming language. You must respond with the C output code only.

Source code:
import java.util.*;
public class Main{
	public static void main(String[] args){
    	Scanner sc = new Scanner(System.in);
      	int a = sc.nextInt();
		int b = sc.nextInt();
      	
      	if(b%a==0) System.out.println(a+b);
      	else System.out.println(b-a);
    }
}

Response:
```",Direct Output,No
713781,"#include <stdio.h>

int main() {
    int r;
    scanf(""%d"", &r);
    printf(""%d\n"", 3 * r * r);
    return 0;
}",120,120,60939,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in Java that you should re-write into C programming language. You must respond with the C output code only.

Source code:
import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int r = sc.nextInt();
		System.out.println(3 * r * r);
	}
}

Response:
```",Direct Output,No
713562,"#include <stdio.h>

int main(void) {
    long long int a, b;
    scanf(""%lld %lld"", &a, &b);
    if ((a + b) % 2 == 0) {
        printf(""%lld\n"", (a + b) / 2);
    } else {
        printf(""IMPOSSIBLE\n"");
    }
    return 0;
}",120,120,60244,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include <iostream>
using namespace std;
int main(void) {
	long long int a, b;
	cin >> a >> b;
	if ((a + b) % 2 == 0) {
		cout << (a + b) / 2 << ""\n"";
	} else {
		cout << ""IMPOSSIBLE\n"";
	}
}

Response:
```",Direct Output,No
713563,"#include <stdio.h>

char str[100];

int main() {
    scanf(""%s"", str);
    if (str[2] == str[3] && str[4] == str[5]) 
        printf(""Yes\n"");
    else 
        printf(""No\n"");
}",120,120,60413,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include <iostream>
using namespace std;
string str;

int main() {
  	cin >> str;
  	if (str[2] == str[3] && str[4] == str[5]) cout << ""Yes\n"";
  	else cout << ""No\n"";
}

Response:
```",Direct Output,No
713579,"#include <iostream>
using namespace std;

int main() {
    char str[30];
    cin.getline(str, 30);
    str[5] = ' ';
    str[13] = ' ';
    cout << str << endl;
    return 0;
}",120,120,61320,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C that you should re-write into C++ programming language. You must respond with the C++ output code only.

Source code:
#include<stdio.h>
int main()
{
    char str[30];
    gets(str);
        str[5] =' ';
        str[13] =' ';
    printf(""%s\n"", str);
    return 0;
}

Response:
```",Direct Output,No
713552,"#include <stdio.h>

int main() {
    int n, k, x, y;
    scanf(""%d %d %d %d"", &n, &k, &x, &y);
    int sum = 0;
    for (int i = 1; i <= n; i++) {
        if (i > k) {
            sum += y;
        } else {
            sum += x;
        }
    }
    printf(""%d\n"", sum);

    return 0;
}",120,120,60392,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include <iostream>
#include <string>
#include <algorithm>
#include <queue>
#include <stack>
#include <vector>
#include <cstdio>
#include <cmath>
#include <cctype>
#define INF 1000000000
using namespace std;
bool debug=false;

int main(){
  int n,k,x,y;
  cin>>n>>k>>x>>y;
  int sum=0;
  for(int i=1;i<=n;i++){
    if(i>k)sum+=y;
    else sum+=x;
  }
  cout<<sum<<endl;

  return 0;
}

Response:
```",Direct Output,No
713553,"#include <stdio.h>

int main(){
	int N, X;
	scanf(""%d %d"", &N, &X);
	int L[N];
	for(int i = 0; i < N; i++)
		scanf(""%d"", &L[i]);
	
	int i;
	int d = 0;
	for(i = 0; i < N; i++){
		d = d + L[i];
		if(d > X)
			break;
	}

	printf(""%d\n"", i+1);
}",120,120,60219,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include <iostream>
#include <vector>

using namespace std;

int main(){
	int N, X;
	cin >> N >> X;
	vector<int> L(N);
	for(int i = 0; i < N; i++)
		cin >> L[i];
	
	int i;
	int d = 0;
	for(i = 0; i < N; i++){
		d = d + L[i];
		if(d > X)
			break;
	}

	cout << i+1 << endl;
}

Response:
```",Direct Output,No
713554,"#include <stdio.h>

int main(){
    long long x1, x2, y1, y2;
    scanf(""%lld %lld %lld %lld"", &x1, &y1, &x2, &y2);
    const long long dx = x2 - x1, dy = y2 - y1;
    long long x3 = x2 - dy, y3 = y2 + dx;
    long long x4 = x1 - dy, y4 = y1 + dx;
    printf(""%lld %lld %lld %lld\n"", x3, y3, x4, y4);
    return 0;
}",120,120,60331,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include <iostream>

using namespace std;
typedef long long ll;

int main(){
    ll x1, x2, y1, y2;
    cin >> x1 >> y1 >> x2 >> y2;
    const ll dx = x2 - x1, dy = y2 - y1;
    ll x3 = x2 - dy, y3 = y2 + dx;
    ll x4 = x1 - dy, y4 = y1 + dx;
    cout << x3 << ' ' << y3 << ' ' << x4 << ' ' << y4 << endl;
    return 0;
}

Response:
```",Direct Output,No
713555,"#include <stdio.h>

int main() {
	int a, b;
	char S;
	while (1) {
		scanf(""%d %c %d"", &a, &S, &b);
		if (S == '+') printf(""%d\n"", a + b);
		if (S == '-') printf(""%d\n"", a - b);
		if (S == '*') printf(""%d\n"", a * b);
		if (S == '/') printf(""%d\n"", a / b);
		if (S == '?') break;
	}
	return 0;
}",120,120,60253,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include<iostream>
#include<string>
using namespace std;
int main() {
	int a, b;
	char S;
	while (true) {
		cin >> a >> S >> b;
		if (S == '+') cout << a + b << endl;
		if (S == '-')cout << a - b << endl;
		if (S == '*')cout << a * b << endl;
		if (S == '/')cout << a / b << endl;
		if (S == '?') break;
	}
}

Response:
```",Direct Output,No
713556,"#include <stdio.h>
#include <stdlib.h>

int main() {
    int s, x, d=2;
    scanf(""%d"", &s);
    int *a = (int*)malloc(sizeof(int)*1000000);
    a[0] = s;

    while(1) {
        if(s%2==0){
            x = s/2;
            if(a[x]==1) {
                printf(""%d\n"", d);
                return 0;
            }
            a[x] = 1;
        } else {
            x = 3*s + 1;
            if(a[x]==1) {
                printf(""%d\n"", d);
                return 0;
            }
            a[x] = 1;
        }
        s = x;
        d++;
    }

    printf(""%d\n"", d);

    return 0;
}",120,120,60415,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include <iostream>
#include <set>
#include <algorithm>
using namespace std;

int main(){
    int s, x, d=2; 
    cin >> s;
    set<int> a;
    a.insert(s);

    while(1) {
        if(s%2==0){
            x = s/2;
            if(a.find(x)!=a.end()) {
                cout << d << endl;
                return 0;
            }
            a.insert(x);
        } else {
            x = 3*s + 1;
            if(a.find(x)!=a.end()) {
                cout << d << endl;
                return 0;
            }
            a.insert(x);
        }
        s = x;
        d++;
    }

    cout << d << endl;

    return 0;
}

Response:
```",Direct Output,No
713557,"#include <stdio.h>
#include <stdlib.h>

int main(void)
{
	int *a,*b,i,N;
	int frontHalf,backHalf;
	scanf(""%d"",&N);
	a= (int*)malloc(N * sizeof(int));
	b= (int*)malloc(N * sizeof(int));
	for(i=0;i<N;i++)
	{
		scanf(""%d"",a+i);
		b[i]=a[i];
	}
	qsort(b,N,sizeof(int),compare);
	frontHalf=b[N/2-1];
	backHalf=b[N/2];
	free(b);
	for(i=0;i<N;i++)
	{
		if(a[i]<backHalf)
			printf(""%d\n"",backHalf);
		else
			printf(""%d\n"",frontHalf);
	}
	free(a);
	return 0;
}",120,120,60399,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include <cstdio>
#include <algorithm>
using std::sort;
int main(void)
{
	int *a,*b,i,N;
	int frontHalf,backHalf;
	scanf(""%d"",&N);
	a= new int [N];
	b= new int [N];
	for(i=0;i<N;i++)
	{
		scanf(""%d"",a+i);
		b[i]=a[i];
	}
	sort(b,b+N);
	frontHalf=b[N/2-1];
	backHalf=b[N/2];
	delete [] b;
	for(i=0;i<N;i++)
	{
		if(a[i]<backHalf)
			printf(""%d\n"",backHalf);
		else
			printf(""%d\n"",frontHalf);
	}
	delete [] a;
	return 0;
}

Response:
```",Direct Output,No
713558,"#include <stdio.h>

int main(){
    int n;
    scanf(""%d"", &n);

    int ac_count = 0;
    int wa_count = 0;
    int tle_count = 0;
    int re_count = 0;
    for (int i = 0; i < n; ++i){
        char s[4];
        scanf(""%s"", s);
        if (strcmp(s, ""AC"") == 0){
            ac_count+=1;
        }else if(strcmp(s, ""WA"") == 0){
            wa_count+=1;
        }else if(strcmp(s, ""TLE"") == 0){
            tle_count+=1;
        }else if(strcmp(s, ""RE"") == 0){
            re_count+=1;
        }
    }
    printf(""AC x %d\n"", ac_count);
    printf(""WA x %d\n"", wa_count);
    printf(""TLE x %d\n"", tle_count);
    printf(""RE x %d\n"", re_count);

    return 0;
}",120,120,60380,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include <iostream>
#include <string>
using namespace std;

int main(){
    int n;
    cin >> n;

    int ac_count = 0;
    int wa_count = 0;
    int tle_count = 0;
    int re_count = 0;
    for (int i = 0; i < n; ++i){
        string s;
        cin >> s;
        if (s==""AC""){
            ac_count+=1;
        }else if(s==""WA""){
            wa_count+=1;
        }else if(s==""TLE""){
            tle_count+=1;
        }else if(s==""RE""){
            re_count+=1;
        }
    }
    cout << ""AC x "" << ac_count << endl;
    cout << ""WA x "" << wa_count << endl;
    cout << ""TLE x "" << tle_count << endl;
    cout << ""RE x "" << re_count << endl;
}

Response:
```",Direct Output,No
713559,"#include<stdio.h>
#include<stdlib.h>
#include<math.h>
#include<string.h>

#define MOD2 1000000007
#define MOD 998244353
#define INF ((1<<30)-1)
#define LINF (1LL<<60)
#define EPS (1e-10)
typedef long long Int;
typedef struct P {
    Int first;
    Int second;
} P;

Int fact[1100000];
Int revfact[1100000];
Int rev[1100000];

void init(){
    Int m = MOD;
    fact[0] = 1;
    revfact[0] = 1;
    rev[0] = 0;
    rev[1] = 1;
    for(int i = 1;i < 1100000;i++){
        fact[i] = fact[i-1] * i % m;
        if(i>1)rev[i] = MOD / i * (MOD-rev[MOD % i]) % MOD;
        revfact[i] = revfact[i-1] * rev[i] % MOD;
    }
}

Int comb[1100][1100];

Int nCk(Int n, Int k){
    if(n < k)return 0;
    if(comb[n][k] != 0)return comb[n][k];
    Int res = 0;
    return res = fact[n] * revfact[n-k] % MOD * revfact[k] % MOD;
}

Int mod_pow(Int x, Int a, Int m){
    if(a == 0)return 1;
    Int res = mod_pow(x, a / 2, m);
    res = res * res % m;
    if(a % 2)res *= x;
    return res % m;
}

Int inv(Int x, Int m){
    return mod_pow(x, m-2, m);
}

Int aall, ball;
Int n, ans;
Int a[440], b[440];
Int dp[440][440][2][2];

int main(){
    init();
    scanf(""%lld"", &n);
    for(int i = 0;i < n;i++){
        scanf(""%lld %lld"", &a[i], &b[i]);
        aall += a[i];
        ball += b[i];
    }

    dp[0][0][0][0] = 1;
    for(int i = 1;i <= n;i++){
        int id = i % 2;
        for(int asum = aall;asum >= 0;asum--){
            for(int cnt = 0;cnt <= ball;cnt++){
                for(int p = 0;p < 2;p++){
                    if(asum-a[i-1] < 0)continue;
                    Int pw = 1;
                    for(int use = 0;use < b[i-1];use++){
                        if(cnt-use >= 0){
                            Int tmp =  nCk(cnt, use) % MOD * pw %  MOD;
                            dp[asum][cnt][p][0] += dp[asum-a[i-1]][cnt-use][p^1][0] * tmp % MOD;
                            dp[asum][cnt][p][1] += dp[asum-a[i-1]][cnt-use][p^1][1] * tmp % MOD;
                        }
                        else break;
                        pw = pw * a[i-1] % MOD;
                    }
                    if(cnt-b[i-1]+1 >= 0)
                        dp[asum][cnt][p][1] += dp[asum-a[i-1]][cnt-b[i-1]+1][p^1][0] * nCk(cnt, b[i-1]-1) % MOD * pw %  MOD;
                    dp[asum][cnt][p][0] %= MOD;
                    dp[asum][cnt][p][1] %= MOD;
                }
            }
        }
    }

    for(int asum = 0;asum <= aall;asum++){
        Int rev_asum_pow = 1;
        for(int cnt = 0;cnt <= ball;cnt++){
            rev_asum_pow = rev_asum_pow * rev[asum] % MOD;
            for(int p = 0;p < 2;p++){
                Int x = dp[asum][cnt][p][1] * rev_asum_pow  % MOD * (cnt+1) % MOD * aall % MOD * rev[asum] % MOD;
                if(p == 1)ans += x;
                else ans -= x;
                ans %= MOD;
            }
        }
    }
    if(ans < 0)ans += MOD;
    printf(""%lld\n"", ans);
    
    return 0;
}",120,120,60239,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include<iostream>
#include<cstdio>
#include<algorithm>
#include<cassert>
#include<cmath>
#include<vector>
#include<map>
#include<set>
#include<string>
#include<queue>
#include<stack>
using namespace std;
#define MOD2 1000000007
#define MOD 998244353
#define INF ((1<<30)-1)
#define LINF (1LL<<60)
#define EPS (1e-10)
typedef long long Int;
typedef pair<Int, Int> P;

Int fact[1100000];
Int revfact[1100000];
Int rev[1100000];

void init(){
    Int m = MOD;
    fact[0] = 1;
    revfact[0] = 1;
    rev[0] = 0;
    rev[1] = 1;
    for(int i = 1;i < 1100000;i++){
        fact[i] = fact[i-1] * i % m;
        if(i>1)rev[i] = MOD / i * (MOD-rev[MOD % i]) % MOD;
        revfact[i] = revfact[i-1] * rev[i] % MOD;
    }
}

Int comb[1100][1100];

Int nCk(Int n, Int k){
    if(n < k)return 0;
    if(comb[n][k] != 0)return comb[n][k];
    Int &res = comb[n][k];
    return res = fact[n] * revfact[n-k] % MOD * revfact[k] % MOD;
}

Int mod_pow(Int x, Int a, Int m = MOD){
    if(a == 0)return 1;
    Int res = mod_pow(x, a / 2, m);
    res = res * res % m;
    if(a % 2)res *= x;
    return res % m;
}

Int inv(Int x, Int m = MOD){
    return mod_pow(x, m-2, m);
}

Int aall, ball;
Int n, ans;
Int a[440], b[440];
Int dp[440][440][2][2];

int main(){
    init();
    cin >> n;
    for(int i = 0;i < n;i++){
        cin >> a[i] >> b[i];
        aall += a[i];
        ball += b[i];
    }

    dp[0][0][0][0] = 1;
    for(int i = 1;i <= n;i++){
        int id = i % 2;
        for(int asum = aall;asum >= 0;asum--){
            for(int cnt = 0;cnt <= ball;cnt++){
                for(int p = 0;p < 2;p++){
                    if(asum-a[i-1] < 0)continue;
                    Int pw = 1;
                    for(int use = 0;use < b[i-1];use++){
                        if(cnt-use >= 0){
                            Int tmp =  nCk(cnt, use) % MOD * pw %  MOD;
                            dp[asum][cnt][p][0] += dp[asum-a[i-1]][cnt-use][p^1][0] * tmp % MOD;
                            dp[asum][cnt][p][1] += dp[asum-a[i-1]][cnt-use][p^1][1] * tmp % MOD;
                        }
                        else break;
                        pw = pw * a[i-1] % MOD;
                    }
                    if(cnt-b[i-1]+1 >= 0)
                        dp[asum][cnt][p][1] += dp[asum-a[i-1]][cnt-b[i-1]+1][p^1][0] * nCk(cnt, b[i-1]-1) % MOD * pw %  MOD;
                    dp[asum][cnt][p][0] %= MOD;
                    dp[asum][cnt][p][1] %= MOD;
                }
            }
        }
    }

    for(int asum = 0;asum <= aall;asum++){
        Int rev_asum_pow = 1;
        for(int cnt = 0;cnt <= ball;cnt++){
            rev_asum_pow = rev_asum_pow * rev[asum] % MOD;
            for(int p = 0;p < 2;p++){
                Int x = dp[asum][cnt][p][1] * rev_asum_pow  % MOD * (cnt+1) % MOD * aall % MOD * rev[asum] % MOD;
                if(p == 1)ans += x;
                else ans -= x;
                ans %= MOD;
            }
        }
    }
    if(ans < 0)ans += MOD;
    cout << ans << endl;
    
    return 0;
}

Response:
```",Direct Output,No
713560,"#include<stdio.h>

int main() {
    int N;
    scanf(""%d"", &N);
    int X[N], Y[N];
    
    for(int i = 0; i < N; i++) {
        scanf(""%d"", &X[i]);
        Y[i] = X[i];
    }
    
    qsort(Y, N, sizeof(int), compare);
    
    int y = Y[N/2];
    
    for(int i = 0; i < N; i++) {
        if(X[i] < Y[N/2]) {
            printf(""%d\n"", Y[N/2]);
        } else {
            printf(""%d\n"", Y[N/2 - 1]);
        }
    }
    
    return 0;
}",120,120,60358,"You are a skilled software developer proficient in multiple programming languages. Your task is to re-write the input source code. Below is the input source code written in C++ that you should re-write into C programming language. You must respond with the C output code only.

Source code:
#include<iostream>
#include<vector>
#include<algorithm>
 
using namespace std;
 
int main(){ 
  int N; cin >> N;
  vector<int> X(N);vector<int> Y(N);
   for(int i = 0; i < N; i++){ cin >> X[i] ; Y[i] = X[i]; }
  
  sort(Y.begin(),Y.end());
  
  int y = Y[N/2];
  for(int i = 0; i < N; i++){
    if( X[i] < Y[N/2]){cout << Y[N/2];}
    else{cout << Y[N/2 - 1];}  cout << endl;}return 0;}

Response:
```",Direct Output,No
